iteration,mode,success,intercept,beta_bmi_std,sigma,bmi_mean,bmi_sd,n_left,n_interval,n_right,n_uninformative,rho80_cuts,rho80_times,rho80_cost,rho90_cuts,rho90_times,rho90_cost
370,ordinary,True,1.9825566726749146,0.12739937496446685,0.569642811438885,31.77727447730641,2.9280000798506736,217,43,7,0,"[30.61442244, 32.54128045880665, 35.2208681140727]","[10.941030432159, 11.86602138357837, 13.089333483320758, 15.759248847629474]",43.95335764608117,"[30.61442244, 32.30530665, 34.824950689999994]","[14.234213595627642, 15.245465598928558, 16.817177121308394, 20.776118020892973]",41.67979469963133
371,ordinary,True,2.0674505077680783,0.12811299723770314,0.5823463664689976,31.903853364891322,3.047580769132765,217,43,7,0,"[30.97970272281495, 32.9729787859744, 35.971755044999995]","[12.148883424974098, 13.18845682523921, 14.794988977490737, 17.506811223031416]",44.9072943537548,"[30.68221255328655, 32.80167838862475, 35.43452652765335]","[15.69753302758591, 17.13727012821018, 18.987970417406544, 22.754489861127844]",43.348813329519956
372,ordinary,True,1.9974003124766935,0.10564882007030128,0.6078337178651504,31.832659609920956,2.9532776181954308,217,43,7,0,"[29.85108298827395, 32.1885791644288, 34.71715821732065]","[11.261572117010909, 12.24844281324696, 13.223480429277005, 15.640974736749685]",31.43981059412494,"[30.8086540818733, 33.65284250835015, 36.226429295]","[15.296778296950137, 16.951616760422887, 18.439028684999744, 21.617335099696927]",23.930099240397013
373,ordinary,True,2.0664736334797777,0.12537249205507117,0.5012533451455456,32.207442114917114,3.200445650034465,217,43,7,0,"[31.016566405, 33.61878387388505, 36.270103745]","[11.237458220055057, 12.475172008164225, 13.76837088151121, 19.861634475029636]",41.34543493868114,"[31.016566405, 33.61878387388505, 36.270103745]","[14.121462457953067, 15.735712875375944, 17.20323335457388, 24.761908024552422]",29.40922501587677
374,ordinary,True,2.0859596320862184,0.10933762214587688,0.5331347708944238,31.742965612051854,2.5715822671651303,217,43,7,0,"[30.15014196731975, 32.18924892207405, 35.1705589940727]","[11.588448901325446, 12.59641372331071, 13.96603562085621, 17.131995775695167]",30.117511227035294,"[30.2989175471691, 32.18924892207405, 34.82428092]","[14.876928561088226, 16.121081562151367, 17.67156007975179, 21.990189826420487]",21.877229541967125
375,ordinary,True,2.0688479081595355,0.09642418369234099,0.4747844752925321,31.85424944425316,3.0142007813585514,217,43,7,0,"[31.0253201733632, 33.61575142335015, 36.086685880000005]","[11.283230810719498, 12.301476915229935, 13.306577813879516, 15.385824104748307]",27.616057787543028,"[30.7981037518733, 33.61575142335015, 36.086685880000005]","[13.921682648968506, 15.226649147860938, 16.446480035294798, 18.959756703286025]",22.034349515131787
376,ordinary,True,2.1509852923466237,0.10775498452770049,0.3938639791361031,31.95236017226973,2.9027775423421756,217,43,7,0,"[31.03269094054825, 33.7752886705256, 36.32668681]","[11.335496050668796, 12.577414560548737, 13.721336301373642, 15.5197442096159]",32.85697533287561,"[31.03269094054825, 33.61878387388505, 36.32668681]","[13.590476838519562, 14.98434308954717, 16.472238555835155, 23.09106841160878]",23.759394674790336
377,ordinary,True,2.123553315901952,0.16385595079608442,0.521557398860181,32.3967122117068,3.2182789278855712,217,43,7,0,"[31.0253201733632, 33.92505103026795, 36.696902405]","[11.730953412161808, 13.601694352214617, 15.779599403362095, 18.283647781111455]",58.373967658310505,"[30.7981037518733, 33.61878387388505, 35.5839735271325]","[14.787695515240065, 17.117173460501398, 18.773673645444788, 24.19432080725909]",53.444777366584525
378,ordinary,True,1.9284704782214495,0.0972815091302803,0.6296228086759204,31.938779061927036,2.9164157052760586,217,43,7,0,"[30.5711615791423, 32.80167838862475, 35.30172372765335]","[10.994616223388403, 11.854529895151796, 12.735165182928228, 14.868487700469984]",26.624197809483242,"[30.66624308199585, 32.65676332192605, 35.30172372765335]","[14.665511269948155, 15.665784120588585, 17.03148877130416, 20.264604760276413]",23.02650404013876
379,ordinary,True,1.9554395090462928,0.0662751924889826,0.5967476799011779,31.93013214542783,2.786589189894281,217,43,7,0,"[31.0253201733632, 33.61575142335015, 35.78833718]","[11.27872336180683, 12.036592830038698, 12.742647031324951, 14.195110722307557]",16.41386777356037,"[30.8287019788348, 33.61575142335015, 35.78833718]","[14.669758697859185, 15.71451215370219, 16.6018671038635, 18.456654720447602]",11.587751352947667
380,ordinary,True,2.1032903531251845,0.13131768599655488,0.4899736812050566,32.008648956654106,3.386774136148475,217,43,7,0,"[31.03269094054825, 33.92505103026795, 37.157963695]","[11.61977481764684, 12.932105322598273, 14.950432368678182, 17.627143813052434]",40.54862058433578,"[30.6963333255826, 33.4900573033305, 36.32668681]","[14.461780570232955, 16.079274096611876, 17.840378239522632, 21.867341330052408]",34.07769682314776
381,ordinary,True,2.099294955799156,0.0244053672603599,0.46602047768631005,31.472348969781745,2.7572492977989937,217,43,7,0,"[29.85237372879965, 32.18924892207405, 34.85984614]","[11.858319437333513, 12.105305361786124, 12.347360725090937, 12.862412006871134]",7.086009868684013,"[30.3292723037254, 32.18924892207405, 34.61093289232065]","[14.651589476033502, 14.89751842369761, 15.170174995608548, 15.872196019521757]",5.190977150487756
382,ordinary,True,2.0984337071255172,0.12297895015580072,0.5327629439499192,31.6198598758709,3.026424651019906,217,43,7,0,"[30.5773041018439, 32.93975158, 35.78833718]","[12.011278002834535, 13.189331019340369, 14.67919394261504, 18.790994195587615]",40.01119153901154,"[30.3483792711496, 32.70567464044895, 35.78833718]","[15.183732443833415, 16.6754496044291, 18.7576673033667, 23.754127425249592]",32.4561294180179
383,ordinary,True,2.0764644435104027,0.17657999638818347,0.4844939617797752,31.60498926569881,2.8253270712048164,217,43,7,0,"[30.97970272281495, 33.4651615552023, 35.23874368]","[11.152393921770805, 13.176447337015015, 14.570004647466357, 20.441244364204675]",58.927188062681445,"[29.525661425178548, 30.97970272281495, 33.51725612668065]","[12.94549715651542, 13.935929621845762, 16.533491984431254, 24.009043858704093]",65.35992849917932
384,ordinary,True,1.9736242700190723,0.09411233206871365,0.6098314231171229,31.64204818388052,3.0315215920850798,217,43,7,0,"[30.2866225535415, 32.1885791644288, 35.044791665000005]","[11.390510526052715, 12.057574886861959, 12.886282114780496, 15.184242032876421]",30.166565783623653,"[30.7981037518733, 33.6163850333305, 35.642604625000004]","[15.161057427466421, 16.57109531931583, 17.750392343315358, 23.79105482248744]",24.04789873893263
385,ordinary,True,2.037977612548534,0.055490877469354834,0.5607176036983202,31.72947346507073,2.9699812002230765,217,43,7,0,"[30.97518203281495, 33.67439453330155, 36.09730783]","[12.017142875436004, 12.649185004937525, 13.226248576136546, 14.173527896503765]",15.044016958264265,"[30.97518203281495, 33.67439453330155, 36.09730783]","[15.425339469262717, 16.24767944552443, 17.016477319310304, 18.424438494484157]",11.482618939201526
386,ordinary,True,1.983914081746618,0.15618892015748975,0.5239488580289708,31.521554026398615,2.7269689786138147,217,43,7,0,"[30.92984162468825, 33.15713729, 35.475127404999995]","[10.639574912426559, 12.083430078931793, 13.790306466041343, 17.50293446692977]",46.10420889015271,"[30.72266034328655, 32.93975158, 35.475127404999995]","[13.408910236302564, 15.240992957909981, 17.52382063713612, 22.220561996468305]",38.380351557560154
387,ordinary,True,2.03401895063369,0.09263456386258351,0.5147515010391994,32.07518195795567,2.8536244710159804,217,43,7,0,"[30.84796485, 32.788220758624746, 35.18843456]","[11.175766905145132, 11.923355438162003, 12.673404687674234, 14.73627492439925]",23.548275613660053,"[30.76801350828655, 33.6521916860684, 36.8111298]","[14.041627767102351, 15.442919775820616, 16.954151694048484, 19.210338142603376]",17.12442974332345
388,ordinary,True,2.0007835702134535,0.12282021976815875,0.5828970581402707,32.021460918517505,3.0104269000132864,217,43,7,0,"[31.08587628054825, 33.75308582329245, 36.32668681]","[11.336347843152254, 12.716145581534077, 13.958078324782074, 16.254992722223975]",37.714442595324186,"[30.90413263054825, 33.48942369335015, 35.43452652765335]","[14.727935679274657, 16.46634065344736, 17.627249682371104, 21.735647316269784]",36.056408039850645
389,ordinary,True,2.0871608165705933,0.10134055855530351,0.5137045471444041,31.69653004798961,2.9423607683993933,217,43,7,0,"[31.03269094054825, 33.61575142335015, 35.78833718]","[11.897881856143226, 13.087736428022511, 13.946092878503752, 15.739203552929848]",34.47442557714655,"[30.90413263054825, 33.61575142335015, 35.78833718]","[14.994522669551744, 16.47549842442751, 17.865694464197468, 20.136831159581064]",28.343968804673818
390,ordinary,True,2.1250925254537774,0.09745924284023616,0.48788042355373484,31.66795426142004,3.208806559702106,217,43,7,0,"[30.67039543933135, 33.24764125298945, 35.913889964999996]","[12.067755442954882, 13.034997660696854, 14.09156335615313, 16.830181035029035]",31.04248781299522,"[30.67039543933135, 33.329890218046955, 35.913889964999996]","[15.076799399587484, 16.318746755408164, 17.63274867103097, 23.44688280918349]",23.11167705592174
391,ordinary,True,1.7744863618195166,0.25366059956143955,0.7660822445943479,31.954818536353827,2.8994568972935117,217,43,7,0,"[30.97970272281495, 32.9759465231214, 35.57383664765335]","[10.0, 11.809412826667895, 14.126600912813053, 22.992851156912803]",88.21249904390126,"[29.26078585201715, 30.7981037518733, 32.3567186049637]","[12.301018074022634, 14.038080733370458, 16.141442713053852, 24.911914389579728]",163.9058383447191
392,ordinary,True,1.9718366898888455,0.12377842048761178,0.5608504506140279,31.823516422382898,2.6004448941674343,217,43,7,0,"[30.90413263054825, 33.05440183439835, 35.784493075]","[10.798150746931713, 11.900329255032393, 13.399399180606595, 16.16618502804413]",30.924126337360388,"[30.79587317513085, 33.12300602801975, 35.784493075]","[13.877422714434273, 15.450942935114687, 17.5994589578273, 20.88460700107148]",21.95696739725099
393,ordinary,True,2.138059344961336,0.09742024691961722,0.4957344460598223,31.76981620418288,2.963025688667382,217,43,7,0,"[30.97970272281495, 33.61878387388505, 35.5839735271325]","[12.335764142018, 13.499770029590684, 14.34373295393744, 16.3013815853657]",31.90441802736261,"[30.97970272281495, 33.61878387388505, 35.5839735271325]","[15.40759729653519, 16.886617379843607, 18.130290999969528, 20.41648418573736]",26.289791509242185
394,ordinary,True,2.1052180675809264,0.10681213262886756,0.48987800116655367,31.85891372726922,2.7473444649962113,217,43,7,0,"[30.6508682826179, 32.89893226593305, 35.1443427240727]","[11.6146907888385, 12.73926048629046, 13.632566287024387, 16.09209374926029]",31.114630686760876,"[30.7309928534174, 33.61575142335015, 36.09730783]","[14.556043471863191, 16.28663677062747, 17.851479021615035, 20.54055079345419]",22.87883292550054
395,ordinary,True,2.1380708692354538,0.043627496579047256,0.49096137832397596,31.904973176815563,2.8607320968559513,217,43,7,0,"[30.85879222242155, 33.59095144055455, 35.818592644999995]","[12.529606069581657, 13.061502222179348, 13.501878018738596, 14.323686114323689]",14.994053025735875,"[30.75052001013085, 33.59095144055455, 35.818592644999995]","[15.570220070703018, 16.25327382154458, 16.859524078031704, 19.427791647690135]",10.915384365378827
396,ordinary,True,1.9762641960622833,0.1695677797339567,0.56016491142663,32.003261173471735,2.9826670606311567,217,43,7,0,"[30.6508682826179, 32.8318787929869, 35.725861977132496]","[10.387586496021012, 11.840306536029944, 13.378557078417154, 17.36697045952737]",53.546767726012014,"[30.6508682826179, 32.8318787929869, 35.02655091]","[13.557038116648746, 15.26680991255046, 17.26567158885144, 22.220242289102963]",51.94774057530147
397,ordinary,True,1.9165523899119832,0.10094313806366072,0.6958442772703537,32.0823144860995,2.9356448848542773,217,43,7,0,"[30.9825528, 33.61575142335015, 36.270103745]","[11.476577930525098, 12.649358688151773, 13.763900448716063, 16.106150343095106]",29.195931753871495,"[30.8086540818733, 33.61575142335015, 36.270103745]","[15.696621621064693, 17.31077979695516, 18.897362872038354, 22.635447142245944]",23.2528528534852
398,ordinary,True,2.104016433753041,0.13064388663873253,0.40971036930899835,31.90241329112984,2.8311283052341456,217,43,7,0,"[30.97970272281495, 33.5885526, 35.967910939999996]","[10.83390147034062, 12.180467007019587, 13.695350123687142, 16.28591010419716]",40.17691159236516,"[30.97970272281495, 33.43571488, 35.967910939999996]","[13.080362646816257, 14.723999133629196, 16.41566283732782, 20.269872449968254]",31.967127681412453
399,ordinary,True,2.108299702950261,0.07471078154293011,0.4528106132835876,31.575333889827593,2.923104560743573,217,43,7,0,"[30.233931533346897, 32.25075634766915, 35.43452652765335]","[11.526767610573602, 12.15061533015682, 12.871007512964342, 15.003085272366242]",23.35339128008338,"[30.6746588676868, 32.89893226593305, 35.43452652765335]","[14.300821692848215, 15.136410432710912, 16.02710695830471, 18.781581397275843]",17.887308400933428
400,ordinary,True,2.0361289860444347,0.09237352163343793,0.4955262133572196,31.7950873262062,2.8916808461014165,217,43,7,0,"[30.8086540818733, 33.48942369335015, 35.818592644999995]","[11.066169924135032, 12.100710305244029, 12.94287299867765, 14.700947004909755]",27.454730461341896,"[30.97518203281495, 33.6181502639047, 35.818592644999995]","[13.909301184125441, 15.18502885236238, 16.308693966268205, 18.872300034240844]",22.637390872092606
401,ordinary,True,2.105271103304208,0.152087786947477,0.4802328363722507,31.700329071320635,2.921053521132718,217,43,7,0,"[31.0253201733632, 33.6163850333305, 35.913889964999996]","[11.509333471316777, 13.228675978624144, 15.041670026118888, 20.09674033866701]",44.98858610010947,"[30.798090995000003, 33.6163850333305, 35.913889964999996]","[14.258489026518419, 16.537990561163287, 18.63917640412324, 24.824389583240993]",32.44430501993703
402,ordinary,True,2.0940099081009698,0.03301836304912472,0.48722310417763204,31.533381564486263,2.8054877614328375,217,43,7,0,"[30.8131747718733, 32.63123790044895, 34.82428092]","[12.076291723414629, 12.35296956882601, 12.567412795259784, 13.287890410231888]",9.281948541387532,"[30.72266034328655, 33.0277558931214, 35.55795257478585]","[14.970044086068686, 15.369267225715426, 15.840512367356888, 16.969016443286908]",6.402523012268425
403,ordinary,True,2.1143401380969227,0.10662206416807664,0.5206315080639845,31.77243367702743,2.895009200272038,217,43,7,0,"[30.90865332054825, 33.56429046185215, 35.78833718]","[12.151306627925912, 13.488829048550508, 14.754682989224579, 16.722318812974223]",35.43045290950763,"[30.71007222013085, 33.56429046185215, 35.78833718]","[15.373183206889278, 17.068378388239513, 18.588048092387996, 22.789396864263743]",27.721350987130368
404,ordinary,True,1.9320424414792738,0.19800750494880928,0.606246324704539,31.762145971097183,2.9837497747304362,217,43,7,0,"[30.5924608559611, 32.89893226593305, 35.78833718]","[10.311466146177157, 11.971326987279328, 14.1925680793401, 18.76708008469148]",68.15550839165385,"[30.6508682826179, 32.69221701044895, 34.6456217064828]","[13.756245408877465, 15.685853955472925, 17.814250591945328, 24.50336420217527]",69.6031945755773
405,ordinary,True,1.9365359792950978,0.20046716806883888,0.6267476852052876,31.881723068319545,2.8334382790022756,217,43,7,0,"[30.89358230054825, 33.15713729, 35.818592644999995]","[10.571136779894623, 12.469502611501126, 14.367760861296738, 19.866131566070745]",68.90841652112732,"[30.097169075, 31.45196235277445, 32.825957630000005]","[13.510513320655306, 14.817638649127481, 16.428394165161656, 24.847745238291264]",101.06504367325793
406,ordinary,True,2.0882190282550437,0.17585543863001232,0.4905562939263891,31.89678035950208,2.7416287332411233,217,43,7,0,"[30.90865332054825, 33.3947286798991, 36.09730783]","[11.062121205579027, 12.982899337305176, 15.191491496630158, 19.610781788799947]",49.4009140585806,"[30.69418602440025, 33.081189297680254, 35.3033617940727]","[13.810209522784678, 16.110055611392333, 18.53219402186743, 24.33437839979618]",38.77074583014196
407,ordinary,True,2.05850784912944,0.05653068735877947,0.5853361679528244,31.448139857195077,2.9703153272372935,217,43,7,0,"[30.54099133933135, 32.49373470890675, 35.2208681140727]","[12.507860259350423, 12.968461703226748, 13.53715552836305, 14.888886458107557]",17.24987861034878,"[30.6453224487093, 32.80167838862475, 35.2208681140727]","[16.273411827575366, 16.94604118514812, 17.72309353954356, 19.57079658534188]",13.482001176440734
408,ordinary,True,2.1491979358885316,0.023739268170921087,0.46766631325705044,31.9961832185082,3.117339596045784,217,43,7,0,"[30.8131747718733, 32.542167035, 35.35203284765335]","[12.564151575413499, 12.72862863500242, 12.931908120281298, 13.52852986152167]",6.7274404481257815,"[30.90865332054825, 33.5885526, 35.967910939999996]","[15.454396644454489, 15.77369433846021, 16.050457132716, 16.745239266452362]",5.040262633131401
409,ordinary,True,1.9694373563480263,0.09239225747812833,0.5266501175052937,31.603068328592567,2.6227420861488318,217,43,7,0,"[30.60783565533905, 32.817956918624745, 35.2208681140727]","[10.595302171522045, 11.492013756417958, 12.240037760975639, 14.45988064074111]",26.74073869152851,"[30.75052001013085, 33.2228226209062, 35.5839735271325]","[13.530182895964025, 14.81056175965789, 16.0240139480536, 18.356637668892787]",20.96241996336512
410,ordinary,True,2.005339414914093,0.10747431007634105,0.5710273244729964,31.506985462858967,2.751449976965256,217,43,7,0,"[30.97970272281495, 33.451538092365254, 35.475127404999995]","[11.516152130126276, 12.743616854775562, 13.770018321320084, 16.287751041789548]",27.305494864358067,"[30.72266034328655, 33.243574335000005, 35.475127404999995]","[14.829017311201335, 16.382976015043734, 17.702500197215222, 21.634562269678273]",19.505094098802463
411,ordinary,True,2.0838310899107726,0.1752028790023549,0.46899932137061606,32.02118880117293,3.4048825267159324,217,43,7,0,"[31.03269094054825, 33.6521916860684, 36.32668681]","[10.984991117115374, 12.612597381052531, 14.130836304119564, 23.231359731935825]",57.5667085435961,"[29.5907377837715, 31.4807653089329, 33.787778067737904]","[12.814872689401149, 14.08619629657742, 15.68711592213369, 23.423245851631325]",79.92249013227281
412,ordinary,True,1.7735753221063715,0.11727723400953667,0.6579715491863836,31.847975675400225,2.956778764450898,217,43,7,0,"[31.601947130107853, 33.6163850333305, 35.78833718]","[10.0, 10.751203569902257, 11.88042621174479, 14.241619635732688]",34.82390885637281,"[30.68221255328655, 32.84223616, 35.78833718]","[12.962938334831442, 14.063067013122835, 15.888790788888297, 19.787930489946664]",27.068568704870415
413,ordinary,True,2.145854968558766,0.14970636604060092,0.49648691827860114,31.873832850253063,3.1285856126496645,217,43,7,0,"[31.066704545548248, 33.6163850333305, 36.307053295]","[12.125153318558962, 13.776600366977181, 15.494471223207468, 18.385533529300304]",56.861287857259306,"[29.680002899999998, 31.60634821, 34.3650701714828]","[14.363112243894733, 15.73160103470646, 17.86282019081462, 22.87360873365208]",53.45357039261279
414,ordinary,True,2.151598756897107,0.09855120163109456,0.5197861662719201,32.00029767246339,2.8298677040642923,217,43,7,0,"[30.8131747718733, 33.0756697561724, 35.78833718]","[12.584812900294864, 13.58028791481105, 14.746547490926288, 17.088328536877217]",33.10434335073954,"[30.70173971, 32.92347305, 35.78833718]","[15.869433082119041, 17.161300855672657, 18.76774026720251, 23.006453832164883]",27.399655293353867
415,ordinary,True,2.1700869739154593,0.07686743755454621,0.3878024813032737,31.80086663434583,2.846015268193153,217,43,7,0,"[30.89358230054825, 33.6163850333305, 35.65718455]","[11.681221087140445, 12.57686402496184, 13.33757375185741, 14.865890515827985]",21.94826532912284,"[30.787540665, 33.6163850333305, 35.65718455]","[13.894403493493586, 15.009731964642285, 15.931151764629014, 18.524986568073462]",15.051927486068298
416,ordinary,True,2.221078370027973,0.1288843792337885,0.46646994622904225,32.03966701094348,3.142685085298222,217,43,7,0,"[31.0253201733632, 33.92505103026795, 36.999319045]","[12.753562186813872, 14.363662533090702, 16.24798068543313, 18.384517496465264]",44.6487155886368,"[30.8086540818733, 33.6181502639047, 36.696902405]","[15.721966626574321, 17.677482914427607, 20.009628511401008, 24.332230824265192]",34.92773502722982
417,ordinary,True,1.9902620111208913,0.15325103761083983,0.5261156323716559,31.927570463852085,3.144243666980247,217,43,7,0,"[30.7309928534174, 33.59095144055455, 36.270103745]","[10.430833679842248, 12.070204419132297, 13.335352035665219, 17.844892910381]",48.87573244352819,"[30.3549329065045, 32.82264379579855, 35.10594088]","[13.144006419124464, 14.783339187446867, 16.455386904985, 22.49226743595722]",44.21623659345441
418,ordinary,True,1.9721567693451523,0.07677336435884234,0.6196230152534465,31.727802164785214,2.886665642803035,217,43,7,0,"[30.90865332054825, 33.05440183439835, 35.614437525]","[11.706673651298054, 12.375567267768645, 13.205115542790464, 15.139874905610895]",22.718459405894862,"[30.68221255328655, 32.855693790000004, 35.614437525]","[15.375111036204318, 16.25964107724071, 17.49309313869785, 19.884150244693988]",18.424519677030627
419,ordinary,True,2.0130590735857314,0.07903595752791973,0.5373214462015273,31.707604498784956,2.991020515840301,217,43,7,0,"[30.5773041018439, 32.854151861746146, 35.16221829]","[11.283169570221837, 11.990976274132187, 12.614152108421413, 14.247365959566517]",22.724000278588584,"[30.3529487489287, 32.6406402348655, 35.16221829]","[14.291946532430519, 15.188497408904125, 16.075732930366275, 18.623854235406448]",18.627434683404715
420,ordinary,True,1.977762593691198,0.03442678496862009,0.5755293805923054,31.62663313371393,2.628000579302919,217,43,7,0,"[30.90865332054825, 33.06618863594755, 35.10594088]","[11.55331122302543, 11.879503951321164, 12.248261584778227, 12.841480494429307]",9.922966808748441,"[30.644725759916298, 32.96671152593305, 35.10594088]","[14.882185793194251, 15.327496133921537, 15.791804566291026, 16.891952985382623]",6.829354731796622
421,ordinary,True,2.087311355860862,0.1268220727138527,0.5434750845900209,31.811806429399432,2.7646292392121303,217,43,7,0,"[30.077126405, 31.83326575245955, 35.16221829]","[11.590953048462477, 12.421606138524014, 14.003588710880084, 17.963015580792103]",41.391533360552884,"[30.66624308199585, 32.7642609869354, 35.16221829]","[15.223855683738934, 16.74387169027657, 18.304803873879443, 24.813454028954194]",33.45800019816763
422,ordinary,True,1.9899304072453228,0.0,0.5935370404134324,31.95282590077391,3.0924311934615623,217,43,7,0,"[28.376274255, 29.172108809999997, 29.756464415]","[12.05481039727045, 12.05481039727045, 12.05481039727045, 12.05481039727045]",0.0,"[28.376274255, 29.172108809999997, 29.756464415]","[15.65168737395116, 15.65168737395116, 15.65168737395116, 15.65168737395116]",0.0
423,ordinary,True,1.9392104466652942,0.14186906541571978,0.639749875121543,31.849099924105,2.82650426801878,217,43,7,0,"[30.712302796873303, 33.6163850333305, 35.784493075]","[10.922430175767264, 12.692879687121406, 14.155709505062111, 17.3175801039498]",37.04098049800858,"[30.712302796873303, 33.4461896413971, 35.784493075]","[14.728727070164508, 16.903162019333326, 19.024886799976528, 23.930248300829344]",28.260685824928505
424,ordinary,True,1.9453158865706655,0.16481402071148918,0.6684384163856825,31.95819169547856,3.0838036426478834,217,43,7,0,"[31.0253201733632, 33.6521916860684, 36.226429295]","[11.3243266422779, 13.05250242850002, 14.875796005667834, 18.181125490158674]",58.141517480468494,"[30.6746588676868, 32.65507661899595, 34.721552450000004]","[15.216051782022639, 16.893585695870694, 18.875292350125733, 24.39675982455983]",63.241632329749706
425,ordinary,True,2.0060594871492916,0.199527843000926,0.6032120374584748,31.774715606636715,3.116665676167368,217,43,7,0,"[31.021087095, 33.022817517519755, 36.624364005000004]","[11.360337090659884, 12.873442437539168, 15.336263563930713, 22.484757287146877]",74.06627565965587,"[29.2908193387951, 30.84796485, 33.128525569527596]","[13.601735879981426, 14.982137464141946, 16.947908963982126, 24.877855001783832]",95.27220520880576
426,ordinary,True,2.100214889054223,0.1320862899853968,0.45297926160119034,31.745987260339707,2.8342804589311816,217,43,7,0,"[30.97970272281495, 33.6163850333305, 35.689195755]","[11.218906504050182, 12.847241733594279, 13.91890611485799, 16.881064751587058]",43.18954409211982,"[30.7309928534174, 33.4900573033305, 35.327744679999995]","[13.725720488715263, 15.716426476226703, 16.988342695537042, 20.756721059117066]",37.030199607181444
427,ordinary,True,2.1009723370088116,0.15358947341351356,0.5769970318065558,32.100869169056004,3.4256419605773742,217,43,7,0,"[30.90413263054825, 33.61878387388505, 37.157963695]","[12.300680518896982, 13.843248915856684, 15.50449465104679, 23.668503505680036]",55.612480376076306,"[29.26078585201715, 30.90413263054825, 33.332582615]","[15.014068319862659, 16.029776235482, 17.84344415698208, 23.49798272526424]",83.83628324625784
428,ordinary,True,1.832589668601535,0.19675795754512915,0.7760660295169209,32.02837062392051,3.1064210573236717,217,43,7,0,"[31.0417244, 33.8470987770759, 36.32668681]","[10.816533181871351, 13.04491626104319, 15.140499747392093, 20.07400950264756]",78.11792231856543,"[29.20491842677795, 30.68221255328655, 32.37532267851985]","[13.976223017076629, 15.32194185049132, 17.127638075781153, 23.450118159895144]",135.57761064606478
429,ordinary,True,2.0711231428404093,0.0,0.5117873698407878,31.501543776586928,2.943017073665522,217,43,7,0,"[28.33249185, 29.130029079670052, 29.525661425178548]","[12.205104432870137, 12.205104432870137, 12.205104432870137, 12.205104432870137]",0.0,"[28.33249185, 29.130029079670052, 29.525661425178548]","[15.287034454902546, 15.287034454902546, 15.287034454902546, 15.287034454902546]",0.0
430,ordinary,True,2.1572113312762182,0.10514204588610263,0.4293502495729845,31.805477277658486,3.031041148844349,217,43,7,0,"[30.81094419513085, 32.94601884004135, 35.614437525]","[11.831332093975526, 12.700605957185633, 13.86387897085823, 16.5703984420706]",35.94337726410657,"[30.72266034328655, 32.94601884004135, 35.00033464]","[14.318956921895582, 15.473798837703583, 16.587063862909357, 20.717865408116253]",31.885633744170516
431,ordinary,True,1.7975262684475946,0.23110984067516233,0.6995634153617912,31.812781599666316,3.0571038490204714,217,43,7,0,"[31.16620753, 33.43796273185215, 35.784493075]","[10.0, 11.827676248648274, 14.175635395441372, 20.403193551573548]",96.66728504941226,"[30.406106735, 31.8103482, 33.21173465295685]","[13.145623760466226, 14.6002437781169, 16.205013399362098, 24.647934835993414]",127.90912136932721
432,ordinary,True,2.0534012738507026,0.14293465626467228,0.5348982652410493,31.825574600817315,3.0480985131134837,217,43,7,0,"[30.90413263054825, 33.5885526, 35.78833718]","[11.356727745565076, 13.042073578235344, 14.557848648675568, 18.054540299674212]",50.21237149403415,"[30.7309928534174, 32.86919610593305, 35.16221829]","[14.526157186560955, 16.110350248522007, 17.720703476977512, 23.93509560468399]",46.946177360482
433,ordinary,True,2.159774742376919,0.11577542885365584,0.48547864308526983,32.001264665375984,2.999355803812953,217,43,7,0,"[31.0253201733632, 33.61878387388505, 36.02833811]","[12.295196530395751, 13.668169983332918, 14.827968326086495, 17.196153380166024]",39.04455346946351,"[30.7981037518733, 33.61878387388505, 36.02833811]","[15.23113355567617, 17.030335374791317, 18.577891998564375, 22.975290250433954]",32.00964512255851
434,ordinary,True,2.1405588753544156,0.1130132222825071,0.4283417884323608,31.80178521967607,3.011322461074856,217,43,7,0,"[31.0253201733632, 33.61575142335015, 36.09730783]","[11.582240534426775, 12.853959627191266, 14.046983557682513, 16.07401775207003]",32.166090256758,"[30.7981037518733, 33.61575142335015, 36.09730783]","[14.013394696688655, 15.626570023484753, 17.03955732178698, 19.511108534004975]",24.934726129869357
435,ordinary,True,2.0822278784755737,0.06652515766442726,0.5026196601522815,31.91005569118924,2.973007904997859,217,43,7,0,"[31.0253201733632, 33.61878387388505, 35.913889964999996]","[11.858343257595168, 12.608352286443944, 13.217915677097228, 14.398132168415994]",19.805926782822738,"[30.79587317513085, 33.61878387388505, 35.913889964999996]","[14.797112875225169, 15.774608901547039, 16.592077198412976, 17.96786531289679]",16.2424055374415
436,ordinary,True,2.0464061957590607,0.18197485837915867,0.51082849589121,32.029545578180795,3.4052309807611634,217,43,7,0,"[30.90865332054825, 33.6163850333305, 36.999319045]","[10.833813480309345, 12.628119437648046, 14.46447792431172, 23.772850988158314]",58.13909507877382,"[30.68221255328655, 32.73998174556015, 34.392796086077254]","[13.703491477997131, 15.322143598121938, 16.691482049576628, 24.2286545944358]",69.94713042921373
