seed,fold,model,nll,success,brier_12,brier_14,brier_16,brier_18,brier_20,mean_brier
20252909,2,bmi_only,0.5415936784752254,True,0.23973822872457598,0.05444302208979004,0.044446625330045675,0.00612675290758254,0.0031119422978977537,0.0695733142699784
20252909,2,bmi_age_height,0.5373210272379272,True,0.24219484739978883,0.054039885562228086,0.044453080121704146,0.006023089024862725,0.0030640696266003176,0.06995499434703681
20252909,2,bmi_full,0.5461675793259461,True,0.24248719681715564,0.056568716670278636,0.04592299020166372,0.00672615305114807,0.003453068165708049,0.07103162498119082
20252909,2,weight_height_full,0.54615736238538,True,0.2420990646473652,0.056953069905029685,0.046197238331551066,0.007015449126597803,0.003630912120811588,0.07117914682627106
20252909,3,bmi_only,0.6552243084594433,True,0.2795639278404765,0.08041928006039611,0.059565814631963365,0.03680230063537798,0.03656365972180113,0.09858299657800303
20252909,3,bmi_age_height,0.6520509970941045,True,0.2720464395596982,0.07856072917945146,0.05788892683746285,0.034887624325870815,0.035084436673497935,0.09569363131519625
20252909,3,bmi_full,0.663745017755022,True,0.28027483198220104,0.08353272227992584,0.06133035856761338,0.03755179101487715,0.0370090839578599,0.09993975756049546
20252909,3,weight_height_full,0.6605266102482198,True,0.2769053337608446,0.08284751887651323,0.06081429620419531,0.03742536693920411,0.036901657899621035,0.09897883473607565
20252909,4,bmi_only,0.8300056487045049,True,0.30938475174072216,0.10324794104545551,0.07737000823774741,0.03856138077700399,0.03716493054287428,0.11314580246876067
20252909,4,bmi_age_height,0.8677009848859453,True,0.3227217345983077,0.10758777310907534,0.07876176933657976,0.039605649119033096,0.03786948324462017,0.1173092818815232
20252909,4,bmi_full,0.9117342042336984,True,0.34190241888146955,0.10891745760782569,0.08024233063609897,0.03963568780514344,0.03779677156409364,0.12169893329892627
20252909,4,weight_height_full,0.9136837273307028,True,0.3430778033301083,0.10911856654441286,0.08044402680610943,0.03967168716905025,0.03783090660433658,0.12202859809080349
20252910,0,bmi_only,0.6906203912209415,True,0.241255380656227,0.0822165213142127,0.057575257386499636,0.039120904343003034,0.03696320505692063,0.09142625375137262
20252910,0,bmi_age_height,0.6964905097490423,True,0.24627726268441186,0.08346843165057027,0.05815787312435354,0.039000030814162666,0.036781609371577595,0.09273704152901519
20252910,0,bmi_full,0.7063088700313751,True,0.2510097797279609,0.09010330906520846,0.061173217518212725,0.0398740284692984,0.037060213235310176,0.09584410960319813
20252910,0,weight_height_full,0.7109308649475714,True,0.25405014959126704,0.09122547360233672,0.061917928507756716,0.04033590605023545,0.03735427249966608,0.09697674605025242
20252910,1,bmi_only,0.6798012798508098,True,0.2656547447935517,0.08014575212008057,0.07482696185960405,0.02069325129683246,0.018584875774667428,0.09198111716894726
20252910,1,bmi_age_height,0.6964553125449927,True,0.2843987346233696,0.08054008565294783,0.07459285703434256,0.019189540081337667,0.017557982961735122,0.09525584007074656
20252910,1,bmi_full,0.6916841663931818,True,0.28926712243085534,0.079906871760848,0.0748687592782198,0.019974608661168576,0.018375191829923584,0.09647851079220306
20252910,1,weight_height_full,0.689778790537192,True,0.28791385540094555,0.07949347797968076,0.07456001018021333,0.019748833869299542,0.018202289080264576,0.09598369330208076
20252910,2,bmi_only,0.7144828499679144,True,0.3171273051184409,0.09614795966886064,0.09108630675577689,0.038072642452443704,0.0187445286398484,0.11223574852707412
20252910,2,bmi_age_height,0.7142972218994742,True,0.3134075380320862,0.09492410035977278,0.08926753898473916,0.03704766128715215,0.0182634834246371,0.11058206441767748
20252910,2,bmi_full,0.7714159404802771,True,0.34046914092378466,0.10402177344177967,0.09627543363549422,0.042246513369199414,0.021893354108810742,0.12098124309581373
20252910,2,weight_height_full,0.7699196044772909,True,0.3389022772228504,0.10348301474760828,0.09577327500734509,0.042003689359385615,0.021637696931681133,0.12035999065377409
20252910,3,bmi_only,0.59647427989582,True,0.25868327955242143,0.08529569519760834,0.05952520358724867,0.03884855615939849,0.02036093763694728,0.09254273442672484
20252910,3,bmi_age_height,0.6096071213392514,True,0.2710346362921132,0.08825824611163319,0.06133606895979873,0.03993965458150133,0.02064554752563405,0.09624283069413611
20252910,3,bmi_full,1.0563770518816828,True,0.29607090587970736,0.09425176256934,0.06401499963436498,0.04120576175362211,0.020131427275960217,0.10313497142259893
20252910,3,weight_height_full,1.025673352895302,True,0.2952728225288129,0.09375583248444035,0.06358726599500922,0.04113163602240212,0.02008414870813265,0.10276634114775944
20252910,4,bmi_only,0.7324286363635691,True,0.34183248056813825,0.09783134881566186,0.07735373693902134,0.03923870804334167,0.038957976202062296,0.11904285011364509
20252910,4,bmi_age_height,0.7776514184283478,True,0.354915939843295,0.0999370532020987,0.07881910760677618,0.04048878538165182,0.03990469773977099,0.12281311675471854
20252910,4,bmi_full,0.7689729156080116,True,0.34488051432234107,0.09890265791175824,0.07741161974946019,0.040383086771582456,0.03969204913554467,0.12025398557813731
20252910,4,weight_height_full,0.764359465845105,True,0.34260960371918764,0.0984242499008655,0.07718873238578565,0.0404923377613899,0.03977812169966017,0.11969860909337779
20252911,0,bmi_only,0.7101100253934239,True,0.3270009852484867,0.09584979000629616,0.07567719587335876,0.05427168122781506,0.053916615164682644,0.12134325350412785
20252911,0,bmi_age_height,0.7053095324528532,True,0.3251736452089553,0.09491847005609529,0.07491149758152653,0.05367896095376045,0.05348469998677495,0.12043345475742251
20252911,0,bmi_full,0.7566375735812119,True,0.3607807609190644,0.10279110977557203,0.08019076000008922,0.05651620148349461,0.0555037365321862,0.1311565137420813
