seed_index,seed,model,roc_auc,pr_auc,brier
87,20330991,rf_full,0.8144075353053815,0.9689420944100022,0.11606348463153311
88,20330992,logistic_bmi,0.815619061430304,0.9673468192818738,0.17452058032224838
88,20330992,logistic_full,0.7773133570800612,0.9541819977682241,0.17894510693824167
88,20330992,rf_bmi,0.7972677569213468,0.9630970303120218,0.13347053969011122
88,20330992,rf_full,0.8112594123339993,0.9691541344127567,0.11858410217242057
89,20330993,logistic_bmi,0.8138462948360456,0.9662153397932445,0.17312085521643503
89,20330993,logistic_full,0.792643510084304,0.9549777451813571,0.16988645439240835
89,20330993,rf_bmi,0.7821885256385098,0.9620971839958222,0.13557096283720757
89,20330993,rf_full,0.8264679514873952,0.9729080639993257,0.11356835317537466
90,20330994,logistic_bmi,0.8110673841037945,0.9647018063995045,0.17340706020006402
90,20330994,logistic_full,0.7679999677737416,0.951203747239763,0.17508195746889216
90,20330994,rf_bmi,0.7520243630529968,0.9525403820012779,0.1362338481107106
90,20330994,rf_full,0.82710631342657,0.9706184008917982,0.10869606628760199
91,20330995,logistic_bmi,0.8087807295018343,0.966591424442836,0.17352883323554774
91,20330995,logistic_full,0.7750889797266629,0.9536576217730801,0.17363873413010605
91,20330995,rf_bmi,0.7548062547143514,0.9548900644667566,0.1409835079674246
91,20330995,rf_full,0.8108909453271442,0.9683344541960419,0.11560228965057813
92,20330996,logistic_bmi,0.8174396437386914,0.9692954259995006,0.17299997031023848
92,20330996,logistic_full,0.7921279704807472,0.9565548189346793,0.17379953742318702
92,20330996,rf_bmi,0.7954241328366478,0.9642102544763431,0.13128299257911566
92,20330996,rf_full,0.8251559801365408,0.968046603927413,0.11096154612925385
93,20330997,logistic_bmi,0.809066294453359,0.9670867817711919,0.17404789621104358
93,20330997,logistic_full,0.7776613604114508,0.9522276750837434,0.1734915085181178
93,20330997,rf_bmi,0.7814092140921429,0.9622188685874857,0.13695838248262351
93,20330997,rf_full,0.8413016186646466,0.9745511294766633,0.10855448572927479
94,20330998,logistic_bmi,0.8131397743557537,0.9666244486556016,0.17332664987765167
94,20330998,logistic_full,0.7832242172291679,0.9516312666226394,0.1751091551094976
94,20330998,rf_bmi,0.7535901967715348,0.9554344914094831,0.1388256475301481
94,20330998,rf_full,0.7828433431119914,0.9624839519746148,0.12232149984913838
95,20330999,logistic_bmi,0.8188749611018983,0.9689385730132974,0.17318141910175847
95,20330999,logistic_full,0.7962756513481171,0.9544757961964212,0.1718920559932306
95,20330999,rf_bmi,0.7814009158300447,0.962293362033627,0.13613018497754056
95,20330999,rf_full,0.8212295325480217,0.9690470677623357,0.1161204959658361
96,20331000,logistic_bmi,0.7955301773753543,0.9641378822829729,0.17545473095657174
96,20331000,logistic_full,0.7823574919509899,0.9552258001498759,0.17207666161062676
96,20331000,rf_bmi,0.7685049935597851,0.9539082656217165,0.13571153419468568
96,20331000,rf_full,0.8088562598000584,0.9663179943878912,0.11408396979521118
97,20331001,logistic_bmi,0.8095947648439714,0.9673817022299906,0.1746156931601274
97,20331001,logistic_full,0.7734615132847744,0.9537977736081622,0.17721468158615666
97,20331001,rf_bmi,0.7561659813550959,0.9502573941257695,0.13867934217127456
97,20331001,rf_full,0.8021871560224358,0.9651273369091399,0.11401096005216806
98,20331002,logistic_bmi,0.8141545390184505,0.9664317300819774,0.17340566804321833
98,20331002,logistic_full,0.7906748481085721,0.9554354314963223,0.1703107676240041
98,20331002,rf_bmi,0.7845575586190663,0.9617209987153278,0.13300101860910218
98,20331002,rf_full,0.8393572875156495,0.9742347655508699,0.1069105619259585
99,20331003,logistic_bmi,0.8134955119896815,0.9680358671611352,0.1735061623703637
99,20331003,logistic_full,0.775879610747057,0.9503327378320298,0.17329553184967045
99,20331003,rf_bmi,0.7812369848707796,0.9591034739296947,0.1356437050361221
99,20331003,rf_full,0.8288543866486623,0.9712077032994291,0.10926093951089852
