target,variant,seed,outer_fold,best_c,candidate_objectives,outer_train_records,outer_test_records,outer_train_women,outer_test_women,outer_train_qc_pass,outer_test_qc_pass
T21,unweighted,21060848,3,3.0,"{""0.03"": 0.17539725552215257, ""0.1"": 0.17931172176334292, ""0.3"": 0.18295256618835076, ""1.0"": 0.18526771025551292, ""3.0"": 0.18613971767940846, ""10.0"": 0.18464042898225017}",455,150,110,37,378,126
T13,group_class_weighted,21060848,0,0.03,"{""0.03"": 0.25444384921307917, ""0.1"": 0.2297153130516823, ""0.3"": 0.22406079318021438, ""1.0"": 0.2188726318756928, ""3.0"": 0.21697783305748708, ""10.0"": 0.21563996046177983}",456,149,111,36,380,124
T13,group_class_weighted,21060848,1,10.0,"{""0.03"": 0.07951940952565668, ""0.1"": 0.07855580397736205, ""0.3"": 0.0783059741061734, ""1.0"": 0.0786071544214401, ""3.0"": 0.07955605580278255, ""10.0"": 0.08158081118635617}",454,151,109,38,386,120
T13,group_class_weighted,21060848,2,0.03,"{""0.03"": 0.27377255462679106, ""0.1"": 0.25418922349110895, ""0.3"": 0.25205884054669037, ""1.0"": 0.24759035549489833, ""3.0"": 0.2433631197334179, ""10.0"": 0.24232133124653618}",450,155,110,37,372,118
T13,group_class_weighted,21060848,3,1.0,"{""0.03"": 0.16149623318271533, ""0.1"": 0.17015782528814707, ""0.3"": 0.17429525989575534, ""1.0"": 0.17562527292887872, ""3.0"": 0.17142793662392256, ""10.0"": 0.16535098499612477}",455,150,111,36,380,136
T18,group_class_weighted,21060848,0,3.0,"{""0.03"": 0.3008877957685322, ""0.1"": 0.3105997044208328, ""0.3"": 0.31113060139029247, ""1.0"": 0.3111994067258559, ""3.0"": 0.3113349486940903, ""10.0"": 0.30888993456153113}",451,154,110,37,375,121
T18,group_class_weighted,21060848,1,10.0,"{""0.03"": 0.24019420022886498, ""0.1"": 0.24040128022497145, ""0.3"": 0.24316751690109997, ""1.0"": 0.24640302337323858, ""3.0"": 0.24585123067521564, ""10.0"": 0.24647719647618394}",454,151,110,37,378,118
T18,group_class_weighted,21060848,2,0.03,"{""0.03"": 0.20229971219945952, ""0.1"": 0.1984698223226397, ""0.3"": 0.19602516779154186, ""1.0"": 0.19317210870459245, ""3.0"": 0.19171771749708116, ""10.0"": 0.19056083434523713}",455,150,110,37,382,133
T18,group_class_weighted,21060848,3,0.03,"{""0.03"": 0.2995665267494263, ""0.1"": 0.29496492360280735, ""0.3"": 0.29177391042566386, ""1.0"": 0.28936305601257367, ""3.0"": 0.28689243282483756, ""10.0"": 0.280901742022695}",455,150,111,36,378,127
T21,group_class_weighted,21060848,0,0.03,"{""0.03"": 0.20740156956928757, ""0.1"": 0.2054671304485467, ""0.3"": 0.20019233641191972, ""1.0"": 0.19729196934930449, ""3.0"": 0.19399743772774192, ""10.0"": 0.19292631247394643}",451,154,110,37,372,108
T21,group_class_weighted,21060848,1,3.0,"{""0.03"": 0.23654086500053803, ""0.1"": 0.23783400639492652, ""0.3"": 0.2397614955493847, ""1.0"": 0.24351309022281076, ""3.0"": 0.2469005719048692, ""10.0"": 0.24687493440863703}",455,150,111,36,381,131
T21,group_class_weighted,21060848,2,0.3,"{""0.03"": 0.2667793407007437, ""0.1"": 0.27526843880461993, ""0.3"": 0.2799375915702177, ""1.0"": 0.2730963637479831, ""3.0"": 0.2568557681407486, ""10.0"": 0.2337422781526356}",454,151,110,37,380,134
T21,group_class_weighted,21060848,3,0.3,"{""0.03"": 0.1692561147939169, ""0.1"": 0.17391415616751357, ""0.3"": 0.17490643922473012, ""1.0"": 0.17363689346054545, ""3.0"": 0.17132845771989053, ""10.0"": 0.16696371306688326}",455,150,110,37,378,126
T13,unweighted,21160851,0,3.0,"{""0.03"": 0.1551264742637758, ""0.1"": 0.17953826790909047, ""0.3"": 0.20697047314046257, ""1.0"": 0.2095285151120447, ""3.0"": 0.21115656358260684, ""10.0"": 0.20990196144661455}",457,148,111,36,379,121
T13,unweighted,21160851,1,1.0,"{""0.03"": 0.31320822099193874, ""0.1"": 0.33866369793193124, ""0.3"": 0.36043793242225647, ""1.0"": 0.36530714239007656, ""3.0"": 0.3613087530361614, ""10.0"": 0.36081528183008116}",450,155,109,38,376,121
T13,unweighted,21160851,2,0.03,"{""0.03"": 0.2690143589689597, ""0.1"": 0.268919072040794, ""0.3"": 0.26696623047034745, ""1.0"": 0.2583203088331714, ""3.0"": 0.2541937539489192, ""10.0"": 0.2546347132737943}",456,149,111,36,381,128
T13,unweighted,21160851,3,10.0,"{""0.03"": 0.09293963307688304, ""0.1"": 0.09946812248602016, ""0.3"": 0.10235126272147156, ""1.0"": 0.10456355101366054, ""3.0"": 0.10655727191466369, ""10.0"": 0.10730729851393533}",452,153,110,37,376,134
T18,unweighted,21160851,0,1.0,"{""0.03"": 0.2084463194693283, ""0.1"": 0.22253932301776508, ""0.3"": 0.23314519846278914, ""1.0"": 0.24029286219163487, ""3.0"": 0.23572878336225242, ""10.0"": 0.23680325318318532}",455,150,111,36,379,119
T18,unweighted,21160851,1,1.0,"{""0.03"": 0.23225204313808692, ""0.1"": 0.24095270451311723, ""0.3"": 0.2440966726674978, ""1.0"": 0.24556317773733716, ""3.0"": 0.24547830010927751, ""10.0"": 0.24488957386256893}",452,153,110,37,375,129
T18,unweighted,21160851,2,10.0,"{""0.03"": 0.287915449521126, ""0.1"": 0.29957447301136375, ""0.3"": 0.30838577422725555, ""1.0"": 0.31821221272271716, ""3.0"": 0.3175929820097393, ""10.0"": 0.31833848117492525}",453,152,110,37,379,125
T18,unweighted,21160851,3,0.03,"{""0.03"": 0.26236349779007506, ""0.1"": 0.2568111004744686, ""0.3"": 0.2575759852538559, ""1.0"": 0.25725708762632227, ""3.0"": 0.25724215182931254, ""10.0"": 0.25476282012918755}",455,150,110,37,381,127
T21,unweighted,21160851,0,0.1,"{""0.03"": 0.23772451896743765, ""0.1"": 0.24440478799497914, ""0.3"": 0.24422211743380062, ""1.0"": 0.24301771696098623, ""3.0"": 0.24275398225021175, ""10.0"": 0.24309660646256673}",454,151,111,36,373,108
T21,unweighted,21160851,1,1.0,"{""0.03"": 0.2423971305526274, ""0.1"": 0.28239710701082654, ""0.3"": 0.2965190982109163, ""1.0"": 0.30482921695701654, ""3.0"": 0.3021748726800703, ""10.0"": 0.2930632642897883}",451,154,110,37,377,132
T21,unweighted,21160851,2,1.0,"{""0.03"": 0.21635643782061303, ""0.1"": 0.23050242055335177, ""0.3"": 0.2337688347673935, ""1.0"": 0.237237221968455, ""3.0"": 0.23444656061352373, ""10.0"": 0.22803532252552358}",455,150,110,37,380,122
T21,unweighted,21160851,3,10.0,"{""0.03"": 0.17283647253084625, ""0.1"": 0.19423642186143258, ""0.3"": 0.2042086623244647, ""1.0"": 0.21348294150711405, ""3.0"": 0.22009186132795178, ""10.0"": 0.2243725729832868}",455,150,110,37,380,138
T13,group_class_weighted,21160851,0,3.0,"{""0.03"": 0.2029438666797124, ""0.1"": 0.20712172608906643, ""0.3"": 0.20983625401416728, ""1.0"": 0.21004448109458135, ""3.0"": 0.2132665679792227, ""10.0"": 0.21122923923118142}",457,148,111,36,379,121
T13,group_class_weighted,21160851,1,0.03,"{""0.03"": 0.41080493359280623, ""0.1"": 0.4045949568568948, ""0.3"": 0.39118163772783743, ""1.0"": 0.384207244978371, ""3.0"": 0.3602409075047364, ""10.0"": 0.36116897786141533}",450,155,109,38,376,121
T13,group_class_weighted,21160851,2,0.03,"{""0.03"": 0.2785891249014697, ""0.1"": 0.2683136547384972, ""0.3"": 0.24826473365682017, ""1.0"": 0.23865992665280433, ""3.0"": 0.231213627173139, ""10.0"": 0.22604336941179615}",456,149,111,36,381,128
T13,group_class_weighted,21160851,3,10.0,"{""0.03"": 0.11645078949464456, ""0.1"": 0.13463187285974995, ""0.3"": 0.1360140994057767, ""1.0"": 0.13692440672653458, ""3.0"": 0.13815487070826676, ""10.0"": 0.13954715096350148}",452,153,110,37,376,134
T18,group_class_weighted,21160851,0,3.0,"{""0.03"": 0.26852703364254166, ""0.1"": 0.300871090008285, ""0.3"": 0.32096350834393056, ""1.0"": 0.3381655279560834, ""3.0"": 0.33826952806436716, ""10.0"": 0.33789424633986276}",455,150,111,36,379,119
T18,group_class_weighted,21160851,1,0.1,"{""0.03"": 0.25201481738269027, ""0.1"": 0.253927768352542, ""0.3"": 0.25341774544825163, ""1.0"": 0.25236355908154223, ""3.0"": 0.2521705381833176, ""10.0"": 0.25146686452371914}",452,153,110,37,375,129
T18,group_class_weighted,21160851,2,0.1,"{""0.03"": 0.3093651568509176, ""0.1"": 0.3182283523496664, ""0.3"": 0.31650176707736366, ""1.0"": 0.3161125298499178, ""3.0"": 0.3159363422843706, ""10.0"": 0.3162570196353175}",453,152,110,37,379,125
T18,group_class_weighted,21160851,3,3.0,"{""0.03"": 0.21830220638423875, ""0.1"": 0.22138300122145788, ""0.3"": 0.2222074350273125, ""1.0"": 0.22227461716283692, ""3.0"": 0.22236562715698382, ""10.0"": 0.22093040122991336}",455,150,110,37,381,127
T21,group_class_weighted,21160851,0,10.0,"{""0.03"": 0.2266168323365855, ""0.1"": 0.27690427913639737, ""0.3"": 0.2784562911395562, ""1.0"": 0.27961721273972184, ""3.0"": 0.28764198371145644, ""10.0"": 0.2920414131714221}",454,151,111,36,373,108
T21,group_class_weighted,21160851,1,0.1,"{""0.03"": 0.32736743409909214, ""0.1"": 0.3281082230022967, ""0.3"": 0.32145275786796534, ""1.0"": 0.3124999703194209, ""3.0"": 0.3028916299221474, ""10.0"": 0.2873074321513941}",451,154,110,37,377,132
T21,group_class_weighted,21160851,2,0.1,"{""0.03"": 0.2012770413247159, ""0.1"": 0.20609992406683403, ""0.3"": 0.20518111725566376, ""1.0"": 0.19833514769338162, ""3.0"": 0.19018505608589698, ""10.0"": 0.190570182576098}",455,150,110,37,380,122
T21,group_class_weighted,21160851,3,10.0,"{""0.03"": 0.16621116821812532, ""0.1"": 0.16936284827862447, ""0.3"": 0.1720124860693061, ""1.0"": 0.17424747663577655, ""3.0"": 0.17771079413202198, ""10.0"": 0.18110199079779132}",455,150,110,37,380,138
T13,unweighted,21260854,0,3.0,"{""0.03"": 0.1872236662216571, ""0.1"": 0.2304672655397892, ""0.3"": 0.27577753238646885, ""1.0"": 0.30012653970256564, ""3.0"": 0.3037482881089614, ""10.0"": 0.30249151766819005}",454,151,109,38,378,128
T13,unweighted,21260854,1,10.0,"{""0.03"": 0.3020034810630562, ""0.1"": 0.3150911655157585, ""0.3"": 0.3215226109946936, ""1.0"": 0.32240257364872366, ""3.0"": 0.32332454628456925, ""10.0"": 0.32399911838938084}",455,150,111,36,378,124
T13,unweighted,21260854,2,0.03,"{""0.03"": 0.25005770654679427, ""0.1"": 0.23679881440924078, ""0.3"": 0.23050361486811005, ""1.0"": 0.22875329058709085, ""3.0"": 0.22761833585547775, ""10.0"": 0.22881125915515516}",453,152,110,37,380,130
T13,unweighted,21260854,3,0.1,"{""0.03"": 0.2862645588336217, ""0.1"": 0.28679636124058344, ""0.3"": 0.2740947241559551, ""1.0"": 0.26515527212980117, ""3.0"": 0.262636571325569, ""10.0"": 0.25750069357220484}",453,152,111,36,375,121
T18,unweighted,21260854,0,10.0,"{""0.03"": 0.23779446820395667, ""0.1"": 0.23573484774346287, ""0.3"": 0.23930877550322222, ""1.0"": 0.24069740769816633, ""3.0"": 0.24411881765147814, ""10.0"": 0.24574312191528186}",453,152,111,36,376,119
T18,unweighted,21260854,1,1.0,"{""0.03"": 0.21846793094676917, ""0.1"": 0.22424713389809173, ""0.3"": 0.23081118733164632, ""1.0"": 0.23227434829232935, ""3.0"": 0.23204699178154795, ""10.0"": 0.23180163379499544}",453,152,109,38,378,123
T18,unweighted,21260854,2,0.1,"{""0.03"": 0.3364891151431635, ""0.1"": 0.3405044665171362, ""0.3"": 0.33684387931832427, ""1.0"": 0.3354534711169744, ""3.0"": 0.3259919428469683, ""10.0"": 0.283736920538829}",453,152,109,38,381,130
T18,unweighted,21260854,3,0.3,"{""0.03"": 0.23476662045919336, ""0.1"": 0.24037738741449, ""0.3"": 0.24387920055648227, ""1.0"": 0.24332519119614646, ""3.0"": 0.2426081881783644, ""10.0"": 0.2400839911212872}",456,149,112,35,380,133
T21,unweighted,21260854,0,10.0,"{""0.03"": 0.13726749680118489, ""0.1"": 0.13682883291180997, ""0.3"": 0.13809276646928503, ""1.0"": 0.1452160652082609, ""3.0"": 0.1507367954061904, ""10.0"": 0.15556051975948113}",454,151,111,36,375,123
T21,unweighted,21260854,1,10.0,"{""0.03"": 0.18860928985594266, ""0.1"": 0.19891249700686714, ""0.3"": 0.2052413108989009, ""1.0"": 0.27047807894385445, ""3.0"": 0.27614964547503007, ""10.0"": 0.2836356748822325}",455,150,111,36,380,125
T21,unweighted,21260854,2,0.3,"{""0.03"": 0.3156659551334515, ""0.1"": 0.3404998328845446, ""0.3"": 0.3461273097508857, ""1.0"": 0.3399388220634151, ""3.0"": 0.34368717973336615, ""10.0"": 0.3324489429129077}",455,150,111,36,382,121
T21,unweighted,21260854,3,0.3,"{""0.03"": 0.12856953083600078, ""0.1"": 0.12716237549046228, ""0.3"": 0.13041896083497537, ""1.0"": 0.12787669226580775, ""3.0"": 0.12168248657641777, ""10.0"": 0.11361963067172734}",451,154,108,39,374,132
T13,group_class_weighted,21260854,0,0.3,"{""0.03"": 0.3631431052070504, ""0.1"": 0.37083927218726076, ""0.3"": 0.4000755764778886, ""1.0"": 0.37473581662223576, ""3.0"": 0.37228532521183344, ""10.0"": 0.3655123928233456}",454,151,109,38,378,128
T13,group_class_weighted,21260854,1,0.3,"{""0.03"": 0.38293745232966975, ""0.1"": 0.4096679880034363, ""0.3"": 0.42514225700111635, ""1.0"": 0.4236004830388824, ""3.0"": 0.4228297501579745, ""10.0"": 0.4221882597382716}",455,150,111,36,378,124
T13,group_class_weighted,21260854,2,0.03,"{""0.03"": 0.22179588676939577, ""0.1"": 0.21889193670375146, ""0.3"": 0.2137823584399, ""1.0"": 0.20469768429728852, ""3.0"": 0.16965703910734317, ""10.0"": 0.1500884108944857}",453,152,110,37,380,130
T13,group_class_weighted,21260854,3,0.03,"{""0.03"": 0.43743641783533393, ""0.1"": 0.4365749619487076, ""0.3"": 0.43541771401702695, ""1.0"": 0.43465400688083033, ""3.0"": 0.43211251223557556, ""10.0"": 0.4245549797902515}",453,152,111,36,375,121
T18,group_class_weighted,21260854,0,3.0,"{""0.03"": 0.2774392141619877, ""0.1"": 0.2920793949947084, ""0.3"": 0.29931542737517547, ""1.0"": 0.31018387269120085, ""3.0"": 0.31332649923070155, ""10.0"": 0.31264916708351376}",453,152,111,36,376,119
T18,group_class_weighted,21260854,1,0.3,"{""0.03"": 0.28985321873854775, ""0.1"": 0.30280863261327773, ""0.3"": 0.30530276136582357, ""1.0"": 0.30153684488176496, ""3.0"": 0.2964391965179474, ""10.0"": 0.2941965077288729}",453,152,109,38,378,123
T18,group_class_weighted,21260854,2,0.03,"{""0.03"": 0.2906596374021906, ""0.1"": 0.2809601690068906, ""0.3"": 0.2757691573384238, ""1.0"": 0.2641391249230856, ""3.0"": 0.2487839618995432, ""10.0"": 0.23036619468403152}",453,152,109,38,381,130
T18,group_class_weighted,21260854,3,0.3,"{""0.03"": 0.2437123234246138, ""0.1"": 0.2558928341949793, ""0.3"": 0.25940566749624844, ""1.0"": 0.25688985977611495, ""3.0"": 0.2531404455096625, ""10.0"": 0.2511357083358299}",456,149,112,35,380,133
T21,group_class_weighted,21260854,0,10.0,"{""0.03"": 0.09837607895354117, ""0.1"": 0.09955852191427711, ""0.3"": 0.10909965559837667, ""1.0"": 0.119695777706455, ""3.0"": 0.12885891014674833, ""10.0"": 0.13788868893789846}",454,151,111,36,375,123
T21,group_class_weighted,21260854,1,10.0,"{""0.03"": 0.1870082980503117, ""0.1"": 0.2109545648508136, ""0.3"": 0.24353815181284255, ""1.0"": 0.24582240301385194, ""3.0"": 0.24953654145982107, ""10.0"": 0.2524314307871315}",455,150,111,36,380,125
T21,group_class_weighted,21260854,2,0.03,"{""0.03"": 0.3423497414846199, ""0.1"": 0.33797822010816336, ""0.3"": 0.3301162645702229, ""1.0"": 0.3202461808942369, ""3.0"": 0.31886845918309575, ""10.0"": 0.32403799566490965}",455,150,111,36,382,121
T21,group_class_weighted,21260854,3,0.3,"{""0.03"": 0.12317461246567407, ""0.1"": 0.12516288197785932, ""0.3"": 0.12525692733593724, ""1.0"": 0.12134055761383306, ""3.0"": 0.11643548785031688, ""10.0"": 0.11182894260859531}",451,154,108,39,374,132
T13,unweighted,21360857,0,10.0,"{""0.03"": 0.21915818639930545, ""0.1"": 0.23745134763185605, ""0.3"": 0.24447620181996965, ""1.0"": 0.24324984637031313, ""3.0"": 0.24443823615086044, ""10.0"": 0.24647560040649338}",453,152,111,36,376,123
T13,unweighted,21360857,1,0.1,"{""0.03"": 0.19880042293463304, ""0.1"": 0.20269717566823992, ""0.3"": 0.19948352922844592, ""1.0"": 0.199070323921579, ""3.0"": 0.19567805698853696, ""10.0"": 0.19399487462554008}",454,151,110,37,377,127
T13,unweighted,21360857,2,10.0,"{""0.03"": 0.22338255666571682, ""0.1"": 0.2824272987878651, ""0.3"": 0.3051925661659845, ""1.0"": 0.3333593981603614, ""3.0"": 0.35538592088681586, ""10.0"": 0.3606388245508507}",454,151,109,38,380,123
T13,unweighted,21360857,3,10.0,"{""0.03"": 0.20617277607210321, ""0.1"": 0.20647024306544975, ""0.3"": 0.208294466934493, ""1.0"": 0.20873186442633881, ""3.0"": 0.20891740109836884, ""10.0"": 0.21001537914519758}",454,151,111,36,379,125
T18,unweighted,21360857,0,0.3,"{""0.03"": 0.3429500499476046, ""0.1"": 0.348895132678563, ""0.3"": 0.3494151039128226, ""1.0"": 0.3491642836638603, ""3.0"": 0.3484483541038855, ""10.0"": 0.34710725474180504}",455,150,111,36,378,119
T18,unweighted,21360857,1,0.03,"{""0.03"": 0.2971282508862515, ""0.1"": 0.29453133154264816, ""0.3"": 0.29153655398336603, ""1.0"": 0.2889400038030535, ""3.0"": 0.2869044876857533, ""10.0"": 0.28342657204649474}",453,152,109,38,377,122
T18,unweighted,21360857,2,0.3,"{""0.03"": 0.3701879951503883, ""0.1"": 0.37447060193601367, ""0.3"": 0.37629944794632575, ""1.0"": 0.3723375486574435, ""3.0"": 0.3710221506376067, ""10.0"": 0.3665089657782461}",452,153,111,36,379,139
T18,unweighted,21360857,3,1.0,"{""0.03"": 0.27213847629429916, ""0.1"": 0.2812873664176556, ""0.3"": 0.2844532838351995, ""1.0"": 0.2858624399149533, ""3.0"": 0.28296970283809075, ""10.0"": 0.2803929472644101}",455,150,110,37,381,118
T21,unweighted,21360857,0,10.0,"{""0.03"": 0.14328132955454057, ""0.1"": 0.14564757503943823, ""0.3"": 0.15144471710819787, ""1.0"": 0.15282518710681658, ""3.0"": 0.15362801726160838, ""10.0"": 0.1547092763136197}",454,151,111,36,378,121
T21,unweighted,21360857,1,0.03,"{""0.03"": 0.1119840034399936, ""0.1"": 0.11152837202632411, ""0.3"": 0.11145294787824037, ""1.0"": 0.11059930694906456, ""3.0"": 0.11140112975838429, ""10.0"": 0.11135245922551879}",452,153,110,37,375,130
T21,unweighted,21360857,2,0.3,"{""0.03"": 0.2578187022426622, ""0.1"": 0.27212964636146303, ""0.3"": 0.28429527440167157, ""1.0"": 0.27868011456989783, ""3.0"": 0.27928691401212424, ""10.0"": 0.2799257342005351}",454,151,110,37,379,131
T21,unweighted,21360857,3,3.0,"{""0.03"": 0.17941528450249622, ""0.1"": 0.18569698577217647, ""0.3"": 0.18718113791000512, ""1.0"": 0.18952335537635537, ""3.0"": 0.19080210815953838, ""10.0"": 0.19061322657896262}",455,150,110,37,380,119
T13,group_class_weighted,21360857,0,0.03,"{""0.03"": 0.2763008721538598, ""0.1"": 0.27101709258825735, ""0.3"": 0.26646842329543624, ""1.0"": 0.2637157225847408, ""3.0"": 0.263073342678238, ""10.0"": 0.2630739139318234}",453,152,111,36,376,123
T13,group_class_weighted,21360857,1,0.03,"{""0.03"": 0.17878233974271288, ""0.1"": 0.17393934877336006, ""0.3"": 0.17014768733321675, ""1.0"": 0.16443840836962278, ""3.0"": 0.16079005679046451, ""10.0"": 0.15824304437939896}",454,151,110,37,377,127
T13,group_class_weighted,21360857,2,0.1,"{""0.03"": 0.39500107793948047, ""0.1"": 0.4225793631593826, ""0.3"": 0.42225001216811847, ""1.0"": 0.4219169369350467, ""3.0"": 0.418609192353957, ""10.0"": 0.41811791148063665}",454,151,109,38,380,123
T13,group_class_weighted,21360857,3,0.1,"{""0.03"": 0.20965621261799985, ""0.1"": 0.21057016556176186, ""0.3"": 0.21034295296492475, ""1.0"": 0.20914427341893188, ""3.0"": 0.2071037124294742, ""10.0"": 0.20373926335609677}",454,151,111,36,379,125
T18,group_class_weighted,21360857,0,3.0,"{""0.03"": 0.36829131036093943, ""0.1"": 0.3708991283897638, ""0.3"": 0.3716820735046886, ""1.0"": 0.37260579367578617, ""3.0"": 0.37310898581906915, ""10.0"": 0.37214266669810914}",455,150,111,36,378,119
T18,group_class_weighted,21360857,1,0.03,"{""0.03"": 0.2800135762794895, ""0.1"": 0.266027814980629, ""0.3"": 0.25764496666943126, ""1.0"": 0.25621590975235725, ""3.0"": 0.2552648120784987, ""10.0"": 0.2541911614844167}",453,152,109,38,377,122
T18,group_class_weighted,21360857,2,0.3,"{""0.03"": 0.3980406491561065, ""0.1"": 0.4280078555456005, ""0.3"": 0.4330663750047454, ""1.0"": 0.42915383861700984, ""3.0"": 0.43113162949110184, ""10.0"": 0.42204538920191326}",452,153,111,36,379,139
T18,group_class_weighted,21360857,3,0.03,"{""0.03"": 0.2593717742159843, ""0.1"": 0.2585917377060036, ""0.3"": 0.25540731198102123, ""1.0"": 0.25741535436654994, ""3.0"": 0.25579025034447767, ""10.0"": 0.24944731115794433}",455,150,110,37,381,118
T21,group_class_weighted,21360857,0,3.0,"{""0.03"": 0.14855832439963704, ""0.1"": 0.15083971676014507, ""0.3"": 0.15282903798286368, ""1.0"": 0.1554160524503495, ""3.0"": 0.156908696645791, ""10.0"": 0.15572854654754648}",454,151,111,36,378,121
T21,group_class_weighted,21360857,1,10.0,"{""0.03"": 0.118425814331339, ""0.1"": 0.11997037379584377, ""0.3"": 0.11826267178331153, ""1.0"": 0.11916683689976926, ""3.0"": 0.11893340989857518, ""10.0"": 0.12025214031245601}",452,153,110,37,375,130
T21,group_class_weighted,21360857,2,0.03,"{""0.03"": 0.2818573090048307, ""0.1"": 0.2802801209988275, ""0.3"": 0.27830933985011674, ""1.0"": 0.27549996015271133, ""3.0"": 0.27522310451852205, ""10.0"": 0.27549678679246176}",454,151,110,37,379,131
T21,group_class_weighted,21360857,3,10.0,"{""0.03"": 0.1330274256753082, ""0.1"": 0.12950524356696716, ""0.3"": 0.1311730099082218, ""1.0"": 0.13415946453798583, ""3.0"": 0.13618906061370056, ""10.0"": 0.13778488749750747}",455,150,110,37,380,119
T13,unweighted,21460860,0,0.03,"{""0.03"": 0.19494859982275906, ""0.1"": 0.1916500639697713, ""0.3"": 0.18239985982106383, ""1.0"": 0.17578243788756792, ""3.0"": 0.17408125685377981, ""10.0"": 0.17222483912664668}",453,152,110,37,377,116
T13,unweighted,21460860,1,0.03,"{""0.03"": 0.1317663619889194, ""0.1"": 0.1309515572491171, ""0.3"": 0.12612501575553592, ""1.0"": 0.1247368311106019, ""3.0"": 0.12306598924259192, ""10.0"": 0.12145731869492854}",455,150,110,37,381,133
T13,unweighted,21460860,2,0.1,"{""0.03"": 0.3350333173392307, ""0.1"": 0.33588771113000965, ""0.3"": 0.332944555886555, ""1.0"": 0.32689056516203696, ""3.0"": 0.3233100707958184, ""10.0"": 0.31985243309040223}",455,150,110,37,376,127
T13,unweighted,21460860,3,1.0,"{""0.03"": 0.16873581412129474, ""0.1"": 0.2177995199198921, ""0.3"": 0.21980937471023498, ""1.0"": 0.2210906583677124, ""3.0"": 0.22061168529942993, ""10.0"": 0.19864194808652555}",452,153,111,36,378,130
T18,unweighted,21460860,0,0.03,"{""0.03"": 0.28451632445008385, ""0.1"": 0.2748443940062807, ""0.3"": 0.26954322975639733, ""1.0"": 0.26812946868003734, ""3.0"": 0.26784078931172695, ""10.0"": 0.2706884843794356}",451,154,107,40,374,118
T18,unweighted,21460860,1,1.0,"{""0.03"": 0.32701749830645216, ""0.1"": 0.32815635003830274, ""0.3"": 0.32865223470186766, ""1.0"": 0.3295022377331633, ""3.0"": 0.3293156310250318, ""10.0"": 0.32856709669966094}",455,150,111,36,381,130
T18,unweighted,21460860,2,1.0,"{""0.03"": 0.2385618891321487, ""0.1"": 0.24987536410415306, ""0.3"": 0.2573394433360973, ""1.0"": 0.2598771540293273, ""3.0"": 0.2544511326475964, ""10.0"": 0.2494118506056603}",455,150,111,36,378,127
T18,unweighted,21460860,3,0.03,"{""0.03"": 0.2543579349630829, ""0.1"": 0.24346117229820508, ""0.3"": 0.23944521768150756, ""1.0"": 0.2362174661732294, ""3.0"": 0.23266083414209834, ""10.0"": 0.23174500656926172}",454,151,112,35,383,124
T21,unweighted,21460860,0,1.0,"{""0.03"": 0.17658625207139322, ""0.1"": 0.18314324218256128, ""0.3"": 0.19146293589563373, ""1.0"": 0.19171897750266687, ""3.0"": 0.18999394667627598, ""10.0"": 0.18728549702905947}",451,154,110,37,373,123
T21,unweighted,21460860,1,3.0,"{""0.03"": 0.14758070076619076, ""0.1"": 0.1516909337623694, ""0.3"": 0.15504991586201652, ""1.0"": 0.1563007539789146, ""3.0"": 0.1577888174123936, ""10.0"": 0.15763893728119002}",453,152,110,37,379,131
T21,unweighted,21460860,2,0.3,"{""0.03"": 0.20466350930234714, ""0.1"": 0.21076932055255693, ""0.3"": 0.2207269820635772, ""1.0"": 0.22023885948043115, ""3.0"": 0.2173831989702628, ""10.0"": 0.21307875582572816}",456,149,111,36,380,126
T21,unweighted,21460860,3,3.0,"{""0.03"": 0.12305906894578153, ""0.1"": 0.13215176605867193, ""0.3"": 0.13439661678908846, ""1.0"": 0.13667429705499448, ""3.0"": 0.1395629497102029, ""10.0"": 0.13912876354610537}",455,150,110,37,380,123
T13,group_class_weighted,21460860,0,0.03,"{""0.03"": 0.2247639951472319, ""0.1"": 0.20848429527097256, ""0.3"": 0.2015866511610516, ""1.0"": 0.1982035831785384, ""3.0"": 0.19696914969239063, ""10.0"": 0.19804447917920082}",453,152,110,37,377,116
T13,group_class_weighted,21460860,1,0.03,"{""0.03"": 0.1184557874973992, ""0.1"": 0.11541197718225896, ""0.3"": 0.1131071311193178, ""1.0"": 0.1116826134231906, ""3.0"": 0.11096076882213805, ""10.0"": 0.11070385460067284}",455,150,110,37,381,133
T13,group_class_weighted,21460860,2,0.03,"{""0.03"": 0.3200521374742177, ""0.1"": 0.3160939010654005, ""0.3"": 0.3132222354517453, ""1.0"": 0.3146279369407271, ""3.0"": 0.3118215793012076, ""10.0"": 0.3061969172438579}",455,150,110,37,376,127
T13,group_class_weighted,21460860,3,0.03,"{""0.03"": 0.23461843466139487, ""0.1"": 0.2306346973943483, ""0.3"": 0.23033795731400206, ""1.0"": 0.22969426281618766, ""3.0"": 0.23089882540769371, ""10.0"": 0.2316681352121226}",452,153,111,36,378,130
T18,group_class_weighted,21460860,0,0.03,"{""0.03"": 0.26408085048480945, ""0.1"": 0.24150194991528057, ""0.3"": 0.2398659804696159, ""1.0"": 0.24440307518925725, ""3.0"": 0.24944765292070467, ""10.0"": 0.2536098801896726}",451,154,107,40,374,118
