target,track,feature_set,model,n_features,roc_auc_w,pr_auc_w,precision_w,recall_w,specificity_w,npv_w,f1_w,balanced_accuracy_w,mcc_w,accuracy_w,brier_w,logloss_w,precision_raw,recall_raw,f1_raw,accuracy_raw,predicted_positive,n,positive,seed,mean_threshold,sd_threshold,mean_inner_f1
ANY,record,engineered,lightgbm,64,0.7490583395911823,0.3263222054722684,0.2928673003517707,0.5523715415019765,0.8271370023419197,0.9344550321420448,0.3827830765468336,0.689754271921948,0.29371885773291095,0.7956106252024621,0.12182686936104138,0.39336907607794436,0.2857142857142857,0.5373134328358209,0.37305699481865284,0.8,126,605,67,20260824,0.4152910571390161,0.15628703630913532,0.3627062105440686
ANY,record,engineered,lightgbm,64,0.7425090584531295,0.31009977535277905,0.2406629994209619,0.4693675889328066,0.8080540105386412,0.921563308571905,0.31818181818181884,0.6387107997357238,0.21214401202892544,0.7691933916423714,0.11491804899418816,0.3745656960509411,0.2391304347826087,0.4925373134328358,0.32195121951219513,0.7702479338842976,138,605,67,20261821,0.40024099796791957,0.15439115739646092,0.36663735581678797
ANY,record,engineered,xgboost,64,0.7567934782608698,0.3457002709881163,0.29795172466306313,0.5523715415019765,0.831308548009367,0.9347624827699711,0.38709996537567454,0.6918400447556716,0.2988106556641977,0.7993035309361841,0.11915520125026137,0.3856725097709891,0.2926829268292683,0.5373134328358209,0.37894736842105264,0.8049586776859504,123,605,67,20260824,0.42099986485213287,0.10892823262396506,0.3722760792077586
ANY,record,engineered,xgboost,64,0.7598178139164533,0.34604107402281453,0.3266666666666672,0.5187747035573125,0.8614058840749409,0.9324816795405027,0.40089451292680317,0.6900902938161266,0.3138840081064469,0.8220926465824427,0.1132570531817061,0.3691950317103129,0.3142857142857143,0.4925373134328358,0.38372093023255816,0.824793388429752,105,605,67,20261821,0.41179357742475087,0.07688386441447502,0.3831758988697717
ANY,record,engineered,rbf_svm,64,0.7397862252790867,0.3210663518237637,0.2387131820376636,0.5583003952569172,0.7692293618266973,0.9307314265474184,0.3344326061221045,0.6637648785418071,0.23558045650902373,0.7450275348234534,0.15032967089030663,0.4771850395634253,0.225,0.5373134328358209,0.31718061674008813,0.743801652892562,160,605,67,20260824,0.436283934133789,0.06326218125116273,0.3476754245308431
ANY,record,engineered,rbf_svm,64,0.7337132915455595,0.3072145466916399,0.2427656284515139,0.46541501976284616,0.8118413348946131,0.9213646462758773,0.319090249213647,0.6386281773287295,0.2133217327415179,0.7720926465824426,0.14983846567760384,0.476432849399419,0.23703703703703705,0.47761194029850745,0.31683168316831684,0.771900826446281,135,605,67,20261821,0.4695040286354616,0.06434470097166328,0.35740993512037017
ANY,record,longitudinal,elastic,157,0.7189402725934377,0.34216632784229645,0.28352028909132043,0.5316205533596841,0.8258745608899292,0.9315269207751199,0.36981391466588176,0.6787475571248065,0.27726941205308525,0.7921120829284096,0.16002571120285505,0.5879956279271293,0.265625,0.5074626865671642,0.3487179487179487,0.7900826446280992,128,605,67,20260824,0.5556596854607303,0.13769037294938802,0.3529943540525741
ANY,record,longitudinal,elastic,157,0.7226149568758043,0.2896908541949854,0.23372287145242138,0.45454545454545475,0.8068464578454326,0.9194379000479532,0.30871003307607564,0.6306959561954436,0.2000874482963546,0.7664237123420798,0.16726319556166155,0.6503185653110234,0.21641791044776118,0.43283582089552236,0.2885572139303483,0.7636363636363637,134,605,67,20261821,0.5514681273262066,0.15790170424209993,0.3619465980030096
ANY,record,longitudinal,lda,157,0.7301541159192733,0.343338404267125,0.30902840600687587,0.482213438735178,0.8602532201405146,0.92763287692854,0.3766677693240715,0.6712333294378462,0.2846903560925918,0.8168772270813088,0.0968042167638715,0.4637532607705781,0.2857142857142857,0.44776119402985076,0.3488372093023256,0.8148760330578513,105,605,67,20260824,0.21441295714038133,0.1947217141419538,0.3709254074555717
ANY,record,longitudinal,lda,157,0.715438396299442,0.2811760743151607,0.19425115970841664,0.33102766798418987,0.8220323477751751,0.9045864540549242,0.24483190645228692,0.5765300078796824,0.12299628742460095,0.7656948493683189,0.10767155680283953,0.5698429805710565,0.19834710743801653,0.3582089552238806,0.2553191489361702,0.768595041322314,121,605,67,20261821,0.26264678432354127,0.18876601450893551,0.38389553570877444
ANY,record,longitudinal,extra_trees,157,0.754640968699571,0.3196557475691597,0.3348504551365415,0.5088932806324113,0.8689805327868846,0.931749519362812,0.40392156862745143,0.6889369067096478,0.31739746221662973,0.8276643990929706,0.09210809992347056,0.3162923594568725,0.33,0.4925373134328358,0.39520958083832336,0.8330578512396695,100,605,67,20260824,0.2742146993740105,0.05444847298131335,0.3868622693581182
ANY,record,longitudinal,extra_trees,157,0.7296335103851366,0.3082475256224828,0.24170882518268746,0.4249011857707512,0.8272284836065568,0.9173412867490409,0.30813328556073144,0.6260648346886539,0.20025297035442532,0.7810657596371883,0.09383739570461537,0.3251302154427109,0.24193548387096775,0.44776119402985076,0.31413612565445026,0.7834710743801653,124,605,67,20261821,0.2343607192179544,0.054008214978286846,0.37195387691531917
ANY,record,longitudinal,random_forest,157,0.7421589768889642,0.32403624110950796,0.21663486725091435,0.630434782608696,0.7045277127244336,0.9363399095433395,0.3224626344797718,0.6674812476665646,0.22636433676273207,0.6960263470467554,0.1309816624164792,0.4122028935261336,0.22167487684729065,0.6716417910447762,0.3333333333333333,0.7024793388429752,203,605,67,20260824,0.3606180561200071,0.09073708987892906,0.34324564560288456
ANY,record,longitudinal,random_forest,157,0.7388023738074412,0.322643694885263,0.2635340740216552,0.5256916996047433,0.8095908957845428,0.9294251086979349,0.3510723544661802,0.6676412976946429,0.25435380002354907,0.777016520894072,0.1253323295451067,0.4016133979245865,0.2518518518518518,0.5074626865671642,0.33663366336633666,0.7785123966942149,135,605,67,20261821,0.4392164432418729,0.08627325958650683,0.35235141881629206
