target,variant,model,n_features,roc_auc_w,pr_auc_w,precision_w,recall_w,specificity_w,npv_w,f1_w,balanced_accuracy_w,mcc_w,accuracy_w,brier_w,logloss_w,precision_raw,recall_raw,f1_raw,accuracy_raw,predicted_positive,n,positive,seed,mean_threshold,sd_threshold,mean_inner_f1
T21,longitudinal,elastic,157,0.38513053692247445,0.02201168047146741,0.02112091725126354,0.38095238095238093,0.5693711630993858,0.9741668086072786,0.04002287021154956,0.4751617720258834,-0.015299969895529958,0.5648850016196956,0.0895313787343895,0.41161947924064046,0.01953125,0.38461538461538464,0.03717472118959108,0.571900826446281,256,605,13,20371947,0.29621511815349977,0.4097051102748866,0.08355496523395192
T21,no_maternal,elastic,149,0.3904145630377601,0.02006755773595214,0.01708150317227921,0.23809523809523805,0.6658370665339302,0.9728484848484847,0.03187613843351557,0.4519661523145841,-0.03110310021849705,0.6556527372853904,0.07271031056261784,0.3169336158744841,0.015384615384615385,0.23076923076923078,0.028846153846153848,0.6661157024793388,195,605,13,20260824,0.39525635629006617,0.3931934205466552,0.08710156140738336
T21,no_maternal,elastic,149,0.34827430004134974,0.01939862884274739,0.021186440677966167,0.23809523809523805,0.7317073170731703,0.9752321981424147,0.03891050583657599,0.4849012775842042,-0.010399420976360515,0.7199546485260772,0.07735431160641631,0.3720881587799378,0.018518518518518517,0.23076923076923078,0.03428571428571429,0.7206611570247934,162,605,13,20273171,0.6562627566455839,0.407988485570584,0.12217143701150801
T21,no_maternal,elastic,149,0.30316051314060416,0.017028581255679236,0.0,0.0,0.9849012775842043,0.9758342922899884,0.0,0.49245063879210216,-0.019101604976930333,0.961451247165533,0.09536604558364627,0.4385072383564873,0.0,0.0,0.0,0.9652892561983472,8,605,13,20285518,0.8898306422751511,0.10943529360563296,0.1549009127619967
T21,no_maternal,elastic,149,0.37174000068475044,0.02065382701555609,0.025171163914619515,0.5952380952380952,0.43774680603948934,0.9779449922158796,0.048299845440494774,0.5164924506387922,0.010138348106573426,0.44149659863945595,0.07600900719569878,0.3881516633193818,0.023880597014925373,0.6153846153846154,0.04597701149425287,0.4512396694214876,335,605,13,20297865,0.2895488290766743,0.4139607938628386,0.07678588528233553
T21,no_maternal,elastic,149,0.4692043212949151,0.0261030614813288,0.021551724137931084,0.23809523809523805,0.736353077816492,0.9753846153846153,0.03952569169960483,0.487224157955865,-0.00884769374885885,0.7244897959183674,0.09317551437675352,0.4359685856360678,0.018867924528301886,0.23076923076923078,0.03488372093023256,0.7256198347107438,159,605,13,20310212,0.7323860379747821,0.4247498877376082,0.12523399860907042
T21,no_maternal,elastic,149,0.35351987484889563,0.019099127961645042,0.0,0.0,0.9604446656711465,0.9752341802008221,0.0,0.48022233283557325,-0.03129888627546722,0.9375769355361192,0.08711103922829631,0.40346044216758103,0.0,0.0,0.0,0.9371900826446281,25,605,13,20322559,0.7893089421057158,0.22648194345837713,0.13634134295310735
T21,no_maternal,elastic,149,0.3634875862849999,0.02055489767767414,0.02484402435835178,0.4523809523809524,0.5669155467064875,0.9769822434449431,0.0471013209618587,0.50964824954372,0.0059363772622452,0.5641885325558796,0.08142698495203966,0.40420425845429264,0.022556390977443608,0.46153846153846156,0.043010752688172046,0.5586776859504132,266,605,13,20334906,0.4435701275551094,0.44521169497371627,0.08661878289371311
T21,no_maternal,elastic,149,0.43603387928923193,0.022066934769079474,0.024060150375939983,0.7619047619047619,0.24622531939605166,0.9769585253456221,0.04664723032069996,0.5040650406504068,0.002877831898402821,0.2585034013605443,0.08235299546277224,0.36076994734763457,0.022026431718061675,0.7692307692307693,0.042826552462526764,0.2611570247933884,454,605,13,20347253,0.2479334301993932,0.4321697430962134,0.07736556606931648
T21,no_maternal,elastic,149,0.45808636269064495,0.04202817985942335,0.01820546163849161,0.42857142857142855,0.43628670980587375,0.9690436705362078,0.03492723492723504,0.4324290691886512,-0.04151115531054324,0.43610301263362494,0.09506208814729161,0.43154300174650884,0.017857142857142856,0.46153846153846156,0.034383954154727794,0.44297520661157025,336,605,13,20359600,0.2753209678067313,0.4172814925632431,0.08387981425237835
